wrinvstg_no,fire_type_nm,buld_srtfrm,buld_strctr,buld_srtrf,buld_strct_dong_cnt,ground_nof,bstory_cnt,totar,bottom_area,buld_sttus_nm,dth_cnt,injpsn_cnt,dth_hnl_dmge_cnt,prprty_dmge_amt,fire_ocrn_yr,season_se_nm,qtr_se,fire_ocrn_ymd,fire_ocrn_tm,fire_ocrn_mnth,fire_ocrn_day,fire_ocrn_hour,fire_ocrn_min,daywk,frstt_nm,ward_nm,lfdau_nm,dsp_reqre_time,fire_supesn_time,sido_nm,sigungu_nm,emd_nm,cty_frmvl_se_nm,emd_se_nm,longitude,la,spt_frstt_dist,spt_safe_cnter_dist,spt_lfdau_dist,ign_htsrc_nm,ign_htsrc_sclas_nm,ign_fctr_lclas_nm,ign_fctr_sclas_nm,frst_igobj_lclas_nm,frst_igobj_sclas_nm,ign_mhrls_lclas_nm,ign_mhrls_sclas_nm,cmbs_expobj_lclas_nm,cmbs_expobj_sclas_nm,fclty_place_lclas_nm,fclty_place_mclas_nm,fclty_place_sclas_nm,ign_floor_nm,soot_area,fio_join_trgt_yn,frmng_trgt_yn,mub_yn,emrg_crg_oper_yn,vhcle_place,vhcle_ign_bhf,fld_fire_se,fld_fire_ign_bhf,time_unit_tmprt,time_unit_rainqty,time_unit_ws,time_unit_wd,time_unit_humidity,time_unit_msnf,time_unit
2.01E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,0,293,127,사용중,0,0,0,261,2020,여름,3,20200812,94000,8,12,9,40,수요일,송파소방서,거여119안전센터,거여119안전센터,320,700,서울특별시,송파구,거여동,도시,동,127.1499944,37.4915991,2,1,0,작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,전기/전자,콘센트/ 스위치류,배선/배선기구,콘센트,,,주거,공동주택,다세대주택,2,3,N,N,N,,,,,,25.7,,1.6,70,89,,1883
2.01E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,559,151,사용중,0,0,0,83,2020,여름,3,20200815,82800,8,15,8,28,토요일,송파소방서,잠실119안전센터,잠실119안전센터,416,644,서울특별시,송파구,삼전동,도시,동,127.0904091,37.5064255,5,1,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,2,0,N,N,N,,,,,,25,4.9,2,250,98,,463
2.01E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,2086,424,사용중,0,0,0,3452,2020,여름,3,20200821,114000,8,21,11,40,금요일,송파소방서,방이119안전센터,방이119안전센터,440,2100,서울특별시,송파구,방이동,도시,동,127.1163688,37.5117853,3,2,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,기타,기타,,,,,주거,공동주택,연립주택,4,30,N,N,N,,,,,,27.5,0,1.7,250,80,,704
2.01E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,413,124,사용중,0,0,0,2185,2020,여름,3,20200825,191900,8,25,19,19,화요일,송파소방서,잠실119안전센터,잠실119안전센터,430,1600,서울특별시,송파구,석촌동,도시,동,127.0993417,37.5010896,4,2,0,작동기기,기기 전도/복사열,부주의,기기(전기/ 기계 등) 사용.설치부주의,종이/목재/건초등,종이,주방기기,핫플래이트,침구/직물류,의류,주거,공동주택,다세대주택,1,10,N,N,N,,,,,,30.5,,2.4,270,67,,1249
2.01E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,659,231,사용중,0,0,0,449,2020,여름,3,20200827,25500,8,27,2,55,목요일,송파소방서,종합운동장119안전센터,종합운동장119안전센터,414,1721,서울특별시,송파구,잠실동,도시,동,127.0842888,37.5047752,6,1,0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,목재/ 합판,,,,,주거,공동주택,연립주택,4,0,N,N,N,,,,,,27.2,0,5.3,70,77,,2000
2.01E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,521,132,사용중,0,0,0,930,2020,여름,3,20200828,81800,8,28,8,18,금요일,송파소방서,잠실119안전센터,잠실119안전센터,410,800,서울특별시,송파구,송파동,도시,동,127.1124967,37.5076914,2,4,0,미상(발화원인),미상,미상,미상,미상,미상,,,침구/직물류,이불(베개/시트),주거,공동주택,다세대주택,3,10,N,N,N,,,,,,26.5,0,1.1,110,94,,773
2.01E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,515,137,사용중,0,0,0,14,2020,여름,3,20200831,92700,8,31,9,27,월요일,송파소방서,잠실119안전센터,잠실119안전센터,302,824,서울특별시,송파구,석촌동,도시,동,127.1021955,37.5053231,6,1,0,작동기기,전기적 아크(단락),부주의,기타(부주의),전기/전자,전선피복,,,,,주거,단독주택,다가구주택(원룸포함),1,0,N,N,N,,,,,,25.4,,3.1,50,81,,1930
2.01E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,458,115,사용중,0,0,0,49,2020,가을,3,20200903,100900,9,3,10,9,목요일,송파소방서,종합운동장119안전센터,종합운동장119안전센터,301,2300,서울특별시,송파구,잠실동,도시,동,127.0825314,37.5071189,5,2,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,3,0,N,N,N,,,,,,21.9,0,4.7,230,85,,1985
2.01E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,,4,1,659,140,사용중,0,0,0,96,2020,가을,3,20200905,63200,9,5,6,32,토요일,송파소방서,종합운동장119안전센터,종합운동장119안전센터,420,1500,서울특별시,송파구,잠실동,도시,동,127.0815862,37.5079954,7,2,0,작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,전기/전자,전선피복,,,,,주거,공동주택,연립주택,1,0,N,N,N,,,,,,19.3,,2.4,50,80,,2000
2.01E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,261,86,사용중,0,0,0,2165,2020,가을,3,20200907,90500,9,7,9,5,월요일,송파소방서,가락119안전센터,가락119안전센터,452,1146,서울특별시,송파구,가락동,도시,동,127.1232219,37.4924673,3,2,0,미상(발화원인),미상,미상,미상,종이/목재/건초등,종이,,,,,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당),1,8,N,N,N,,,,,,17.7,7.1,2.2,290,94,,751
2.01E+14,건축/구조물,양식(옥),벽돌조,슬라브가,1,2,1,250,83,사용중,0,0,0,34,2020,가을,3,20200910,105300,9,10,10,53,목요일,송파소방서,거여119안전센터,거여119안전센터,401,0,서울특별시,송파구,마천동,도시,동,127.1450781,37.5020306,2,2,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,단독주택,다가구주택(원룸포함),1,0,N,N,N,,,,,,22.9,,2.5,200,81,,859
2.01E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,2,1,244,81,사용중,0,0,0,171,2020,가을,3,20200915,133900,9,15,13,39,화요일,송파소방서,거여119안전센터,거여119안전센터,316,0,서울특별시,송파구,거여동,도시,동,127.1443867,37.4946607,2,2,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,종이/목재/건초등,종이,,,,,주거,단독주택,다가구주택(원룸포함),-1,2,N,N,N,,,,,,26.3,,2,90,59,,1478
2.01E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,328,100,사용중,0,0,0,17,2020,가을,3,20200919,195700,9,19,19,57,토요일,송파소방서,잠실119안전센터,잠실119안전센터,210,500,서울특별시,송파구,석촌동,도시,동,127.0971094,37.4972108,4,1,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,1,0,N,N,N,,,,,,22.2,,3.3,270,53,,1944
2.01E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,6,0,594,137,사용중,0,1,1,19207,2020,가을,4,20201001,72200,10,1,7,22,목요일,송파소방서,종합운동장119안전센터,종합운동장119안전센터,403,2654,서울특별시,송파구,잠실동,도시,동,127.0817345,37.5086729,5,2,0,작동기기,전기적 아크(단락),기계적 요인,과열/ 과부하,전기/전자,작동장치(모터/ 히터/ 램프 등),주방기기,냉장고,가구,침대/ 매트리스,주거,공동주택,다세대주택,2,50,N,N,N,,,,,,15.8,,1.7,50,87,,2000
2.01E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,430,79,사용중,0,0,0,3286,2020,가을,4,20201008,222000,10,8,22,20,목요일,송파소방서,가락119안전센터,가락119안전센터,321,2149,서울특별시,송파구,송파동,도시,동,127.1124323,37.5005584,3,2,0,작동기기,전기적 아크(단락),전기적 요인,반단선,전기/전자,전선피복,영상/음향기기,텔레비젼,가구,테이블/ 의자,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당),2,10,N,N,N,,,,,,16.1,,3.1,50,45,,2000
2.01E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,6,0,349,175,사용중,0,0,0,46,2020,가을,4,20201012,62400,10,12,6,24,월요일,송파소방서,마천119안전센터,마천119안전센터,257,1708,서울특별시,송파구,가락동,도시,동,127.1357494,37.4934694,2,2,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,주거,공동주택,기타 공동주택,1,0,N,Y,N,,,,,,13.7,,1.4,20,88,,950
2.01E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,659,166,사용중,0,0,0,113,2020,가을,4,20201018,203300,10,18,20,33,일요일,송파소방서,거여119안전센터,거여119안전센터,310,100,서울특별시,송파구,거여동,도시,동,127.1497304,37.4923101,2,1,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,연립주택,2,1,N,N,N,,,,,,14.9,,1.5,270,69,,1500
2.01E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,660,188,사용중,0,0,0,2916,2020,가을,4,20201028,112100,10,28,11,21,수요일,송파소방서,거여119안전센터,거여119안전센터,343,1357,서울특별시,송파구,거여동,도시,동,127.149255,37.4910456,2,1,0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,목재/ 합판,,,,,주거,공동주택,연립주택,2,35,N,N,N,,,,,,16.2,,2.5,250,47,,3351
2.01E+14,건축/구조물,양식(옥),벽돌조,와가,1,2,1,250,73,사용중,0,0,0,1478,2020,가을,4,20201028,175200,10,28,17,52,수요일,송파소방서,종합운동장119안전센터,종합운동장119안전센터,447,2743,서울특별시,송파구,잠실동,도시,동,127.0837206,37.5049231,4,2,0,담뱃불/ 라이터불,라이터불/ 성냥불,방화,방화,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,주거,단독주택,단독주택,2,5,N,N,N,,,,,,16,,3.4,270,26,,5000
2.01E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,,3,1,419,108,사용중,0,0,0,487,2020,가을,4,20201031,120100,10,31,12,1,토요일,송파소방서,잠실119안전센터,잠실119안전센터,447,1613,서울특별시,송파구,삼전동,도시,동,127.0873602,37.5015457,4,2,0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,주거,단독주택,다가구주택(원룸포함),-1,0,N,N,N,,,,,,16.9,,3.4,180,54,,2000
2.01E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,,5,0,375,112,사용중,0,0,0,244,2020,가을,4,20201031,231900,10,31,23,19,토요일,송파소방서,잠실119안전센터,잠실119안전센터,305,55,서울특별시,송파구,송파동,도시,동,127.1121695,37.504302,4,2,0,작동기기,기기 전도/복사열,부주의,기기(전기/ 기계 등) 사용.설치부주의,가구,침대/ 매트리스,,,,,주거,공동주택,다세대주택,4,0,N,N,N,,,,,,14.9,,2,200,54,,2000
2.01E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,600,181,사용중,0,0,0,4054,2020,가을,4,20201105,10700,11,5,1,7,목요일,송파소방서,잠실119안전센터,잠실119안전센터,442,400,서울특별시,송파구,송파동,도시,동,127.1102382,37.5037671,5,2,0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,주거,공동주택,다세대주택,1,0,N,N,N,,,,,,4.2,,2,20,66,,2000
2.01E+14,건축/구조물,양식(옥),벽돌조,슬라브가,1,2,1,243,81,사용중,0,0,0,106,2020,가을,4,20201108,11700,11,8,1,17,일요일,송파소방서,거여119안전센터,거여119안전센터,451,0,서울특별시,송파구,마천동,도시,동,127.1505527,37.4993242,2,1,0,담뱃불/ 라이터불,라이터불/ 성냥불,방화의심,방화의심,침구/직물류,이불(베개/시트),,,,,주거,단독주택,다가구주택(원룸포함),1,0,N,N,N,,,,,,12.1,,1.7,230,83,,800
2.01E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,328,84,사용중,0,0,0,19,2020,가을,4,20201119,102900,11,19,10,29,목요일,송파소방서,마천119안전센터,마천119안전센터,425,300,서울특별시,송파구,오금동,도시,동,127.1389764,37.5035821,1,1,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,-1,0,N,N,N,,,,,,17.9,,4.7,200,99,,1226
2.01E+14,건축/구조물,양식(옥),벽돌조,슬라브가,1,3,1,365,87,사용중,0,0,0,11,2020,가을,4,20201124,193700,11,24,19,37,화요일,송파소방서,방이119안전센터,방이119안전센터,309,856,서울특별시,송파구,풍납동,도시,동,127.1213273,37.5344514,6,1,0,불꽃/ 불티,쓰레기/ 논밭두렁,부주의,쓰레기 소각,종이/목재/건초등,풀/ 나뭇잎,,,,,주거,단독주택,다가구주택(원룸포함),3,0,N,N,N,,,,,,3.7,,2.1,270,49,,2000
2.01E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,300,88,사용중,0,0,0,62,2020,가을,4,20201124,231700,11,24,23,17,화요일,송파소방서,방이119안전센터,방이119안전센터,323,0,서울특별시,송파구,풍납동,도시,동,127.1168573,37.5314579,6,2,0,작동기기,기기 전도/복사열,부주의,기기(전기/ 기계 등) 사용.설치부주의,전기/전자,전기/ 전자기기 케이스,,,,,주거,공동주택,다세대주택,2,0,N,N,N,,,,,,1.5,,2,20,59,,2000
2.01E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,6,0,526,156,사용중,0,0,0,16,2020,겨울,4,20201205,170000,12,5,17,0,토요일,송파소방서,마천119안전센터,마천119안전센터,312,357,서울특별시,송파구,가락동,도시,동,127.127546,37.5002439,3,3,0,작동기기,기기 전도/복사열,부주의,가연물 근접방치,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,주거,공동주택,다세대주택,5,0,N,N,N,,,,,,5,,1.8,250,56,,2000
2.01E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,1388,61,사용중,1,0,1,6791,2020,겨울,4,20201209,123500,12,9,12,35,수요일,송파소방서,가락119안전센터,가락119안전센터,302,1900,서울특별시,송파구,가락동,도시,동,127.1210603,37.4987793,3,2,0,미상(발화원인),미상,방화의심,방화의심,침구/직물류,이불(베개/시트),,,,,주거,공동주택,연립주택,2,30,N,N,N,,,,,,4.9,,1.5,110,36,,2000
2.01E+14,건축/구조물,양식(옥),철근콘크리트조,시멘트기와,1,2,1,186,62,사용중,0,0,0,52,2020,겨울,4,20201214,41400,12,14,4,14,월요일,송파소방서,거여119안전센터,거여119안전센터,316,340,서울특별시,송파구,거여동,도시,동,127.1440226,37.49561,1,1,0,작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,합성수지,플라스틱/ PVC/ 비닐/ 장판,계절용 기기,열선,,,주거,단독주택,다가구주택(원룸포함),-1,0,N,N,N,,,,,,-8,,3.6,270,56,1.7,2000
2.01E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,,15,1,3530,417,신축,0,0,0,40,2020,겨울,4,20201229,131900,12,29,13,19,화요일,송파소방서,마천119안전센터,마천119안전센터,340,900,서울특별시,송파구,오금동,도시,동,127.1278854,37.5106881,2,2,0,불꽃/ 불티,용접/ 절단/ 연마,부주의,용접/ 절단/ 연마,종이/목재/건초등,기타(종이/목재/건초등),,,,,주거,공동주택,기타 공동주택,-1,0,N,N,N,,,,,,2.5,,2.4,270,70,,954
2.01E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,401,98,사용중,0,0,0,229,2020,겨울,4,20201229,201000,12,29,20,10,화요일,송파소방서,종합운동장119안전센터,종합운동장119안전센터,210,1100,서울특별시,송파구,잠실동,도시,동,127.084399,37.5024037,5,2,0,작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,전기/전자,전기/ 전자기기 케이스,계절용 기기,환풍기/송풍기/공조기,,,주거,공동주택,다세대주택,3,2,N,N,N,,,,,,-2.1,,4.2,270,53,,2000
2.10E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,372,107,신축,0,0,0,75,2021,겨울,1,20210105,73500,1,5,7,35,화요일,송파소방서,종합운동장119안전센터,종합운동장119안전센터,305,0,서울특별시,송파구,잠실동,도시,동,127.082764,37.5070528,6,2,0,작동기기,기기 전도/복사열,전기적 요인,과부하/과전류,합성수지,플라스틱/ PVC/ 비닐/ 장판,계절용 기기,열선,,,주거,공동주택,다세대주택,1,0,N,N,N,,,,,,-4.8,,2.5,290,77,0,2000
2.10E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,2,1,181,60,사용중,0,0,0,29,2021,겨울,1,20210106,70500,1,6,7,5,수요일,송파소방서,거여119안전센터,거여119안전센터,310,300,서울특별시,송파구,마천동,도시,동,127.1547343,37.492235,2,1,0,작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,주거,단독주택,단독주택,1,1,N,N,N,,,,,,-11.9,,2.2,20,61,,2000
2.10E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,0,884,238,사용중,0,0,0,86,2021,겨울,1,20210112,225500,1,12,22,55,화요일,송파소방서,잠실119안전센터,잠실119안전센터,443,900,서울특별시,송파구,석촌동,도시,동,127.1105385,37.5003422,6,2,0,작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,전기/전자,전선피복,계절용 기기,열선,,,주거,공동주택,연립주택,3,0,N,N,N,,,,,,-1.5,,1.6,50,92,5.1,196
2.10E+14,건축/구조물,양식(옥),벽돌조,슬라브가,1,2,1,328,109,사용중,0,0,0,12,2021,겨울,1,20210116,145200,1,16,14,52,토요일,송파소방서,거여119안전센터,거여119안전센터,323,51,서울특별시,송파구,마천동,도시,동,127.1545318,37.4926109,2,1,0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,주거,공동주택,다세대주택,-1,0,N,N,N,,,,,,-1.8,,3.1,270,43,,2000
2.10E+14,건축/구조물,양식(옥),벽돌조,슬라브가,1,1,2,250,78,사용중,0,0,0,995,2021,겨울,1,20210124,35700,1,24,3,57,일요일,송파소방서,거여119안전센터,거여119안전센터,205,1100,서울특별시,송파구,마천동,도시,동,,,2,1,0,작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,전기/전자,전선피복,,,침구/직물류,의류,주거,단독주택,단독주택,2,20,N,N,N,,,,,,4.7,,4.1,50,69,,2000
2.10E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,540,137,사용중,0,0,0,104,2021,겨울,1,20210203,130500,2,3,13,5,수요일,송파소방서,방이119안전센터,방이119안전센터,249,203,서울특별시,송파구,풍납동,도시,동,127.1177851,37.5297533,5,1,0,작동기기,기기 전도/복사열,기계적 요인,과열/ 과부하,침구/직물류,이불(베개/시트),계절용 기기,전기장판/담요/방석류,,,주거,공동주택,다세대주택,1,0,N,N,N,,,,,,0.4,,3.6,200,44,,2000
2.10E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,353,82,사용중,0,0,0,124,2021,겨울,1,20210213,194600,2,13,19,46,토요일,송파소방서,거여119안전센터,거여119안전센터,350,620,서울특별시,송파구,마천동,도시,동,127.1504939,37.4995261,2,1,0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,재활용,,,,,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당),3,3,N,N,N,,,,,,10.6,,2.3,290,37,,1419
2.10E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,885,218,사용중,0,0,0,15,2021,겨울,1,20210214,193300,2,14,19,33,일요일,송파소방서,마천119안전센터,마천119안전센터,105,500,서울특별시,송파구,오금동,도시,동,127.1308973,37.5056041,1,1,0,작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,전기/전자,콘센트/ 스위치류,배선/배선기구,스위치 멀티탭,,,주거,공동주택,연립주택,2,0,N,N,N,,,,,,10.3,,2.1,270,48,,782
2.10E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,428,128,사용중,0,0,0,1883,2021,겨울,1,20210227,83400,2,27,8,34,토요일,송파소방서,잠실119안전센터,잠실119안전센터,320,1030,서울특별시,송파구,송파동,도시,동,,,4,2,0,작동기기,기기 전도/복사열,부주의,가연물 근접방치,종이/목재/건초등,종이,주방기기,핫플래이트,,,주거,공동주택,기타 공동주택,3,10,N,N,N,,,,,,4.6,,3.5,70,67,,2000
2.10E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,893,261,사용중,0,0,0,123,2021,겨울,1,20210228,1300,2,28,0,13,일요일,송파소방서,마천119안전센터,마천119안전센터,500,2200,서울특별시,송파구,문정동,도시,동,127.1291947,37.486209,2,2,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,기타 공동주택,1,0,N,Y,N,,,,,,7.6,,2.8,90,48,,2000
2.10E+14,건축/구조물,양식(옥),벽돌조,슬라브가,1,2,1,279,47,사용중,0,0,0,296,2021,봄,1,20210301,221600,3,1,22,16,월요일,송파소방서,방이119안전센터,방이119안전센터,525,400,서울특별시,송파구,방이동,도시,동,127.1166842,37.5127369,4,4,0,작동기기,기기 전도/복사열,부주의,가연물 근접방치,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,주거,공동주택,다세대주택,-1,10,N,N,N,,,,,,0.8,,2.8,50,99,0.8,235
2.10E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,6,0,659,182,사용중,0,0,0,4,2021,봄,1,20210302,125400,3,2,12,54,화요일,송파소방서,방이119안전센터,방이119안전센터,500,400,서울특별시,송파구,방이동,도시,동,127.1177693,37.5115481,3,3,0,작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,주거,공동주택,다세대주택,6,0,N,N,N,,,,,,3.5,,1.3,90,73,,2000
2.10E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,395,99,사용중,0,0,0,33,2021,봄,1,20210306,83900,3,6,8,39,토요일,송파소방서,거여119안전센터,거여119안전센터,220,540,서울특별시,송파구,마천동,도시,동,127.1512966,37.4963691,1,1,0,미상(발화원인),미상,부주의,기타(부주의),종이/목재/건초등,기타(종이/목재/건초등),,,,,주거,단독주택,다가구주택(원룸포함),-1,0,N,N,N,,,,,,5.2,,1.5,70,91,,1072
2.10E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,593,152,사용중,0,0,0,3002,2021,봄,1,20210306,210700,3,6,21,7,토요일,송파소방서,잠실119안전센터,잠실119안전센터,257,1723,서울특별시,송파구,삼전동,도시,동,127.0881959,37.5032671,6,2,0,작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,전기/전자,전선피복,배선/배선기구,전력공급용 전선,,,주거,단독주택,다가구주택(원룸포함),3,0,N,N,N,,,,,,4,,4.3,50,62,,2000
2.10E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,2,1,250,0,사용중,0,0,0,16,2021,봄,1,20210310,211900,3,10,21,19,수요일,송파소방서,마천119안전센터,마천119안전센터,420,325,서울특별시,송파구,가락동,도시,동,,,2,2,0,작동기기,기기 전도/복사열,부주의,기타(부주의),기타,기타,주방기기,인덕션,,,주거,단독주택,다가구주택(원룸포함),1,0,N,N,N,,,,,,9.9,,2.1,270,59,,563
2.10E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,447,89,사용중,0,0,0,28,2021,봄,1,20210313,15100,3,13,1,51,토요일,송파소방서,종합운동장119안전센터,종합운동장119안전센터,310,1500,서울특별시,송파구,잠실동,도시,동,,,10,3,0,작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,주거,공동주택,다세대주택,3,0,N,N,N,,,,,,6.8,,2.7,50,70,,1867
2.10E+14,건축/구조물,양식(옥),벽돌조,슬라브가,1,2,1,153,53,사용중,0,0,0,75,2021,봄,1,20210313,133600,3,13,13,36,토요일,송파소방서,거여119안전센터,거여119안전센터,405,436,서울특별시,송파구,거여동,도시,동,,,2,1,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,단독주택,다가구주택(원룸포함),-1,0,N,N,N,,,,,,13.4,,2.3,270,45,,1546
2.10E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,951,229,사용중,0,0,0,472,2021,봄,1,20210328,42600,3,28,4,26,일요일,송파소방서,잠실119안전센터,잠실119안전센터,416,600,서울특별시,송파구,송파동,도시,동,,,5,3,0,작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,전기/전자,콘센트/ 스위치류,주방기기,전기밥솥/보온밥통,,,주거,공동주택,연립주택,3,6,N,N,N,,,,,,10.6,,6.2,200,97,,673
2.10E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,7,0,844,130,사용중,0,0,0,118,2021,봄,2,20210402,40500,4,2,4,5,금요일,송파소방서,마천119안전센터,마천119안전센터,55,933,서울특별시,송파구,오금동,도시,동,,,1,1,0,작동기기,기기 전도/복사열,기계적 요인,과열/ 과부하,합성수지,기타(합성수지),,,,,주거,단독주택,기타 단독주택,1,1,N,Y,N,,,,,,12.6,,5,70,45,,2000
2.10E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,10,1,2146,246,사용중,0,0,0,711,2021,봄,2,20210402,235800,4,2,23,58,금요일,송파소방서,거여119안전센터,거여119안전센터,202,1000,서울특별시,송파구,거여동,도시,동,,,1,1,0,작동기기,기기 전도/복사열,부주의,기타(부주의),쓰레기류,쓰레기,,,,,주거,공동주택,기타 공동주택,10,3,N,N,N,,,,,,18.4,,2.4,50,40,,2000
2.10E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,1,3298,525,사용중,0,0,0,22,2021,봄,2,20210414,153900,4,14,15,39,수요일,송파소방서,거여119안전센터,거여119안전센터,320,720,서울특별시,송파구,마천동,도시,동,127.1484061,37.4974563,2,2,0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,주거,공동주택,연립주택,5,0,N,N,N,,,,,,13,,3.8,270,36,,2000
2.10E+14,건축/구조물,양식(옥),벽돌조,와가,1,2,1,297,99,사용중,0,0,0,58,2021,봄,2,20210415,120000,4,15,12,0,목요일,송파소방서,방이119안전센터,방이119안전센터,1310,0,서울특별시,송파구,풍납동,도시,동,127.1136514,37.5331647,6,3,0,작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,전기/전자,전기/ 전자기기 기판,,,,,주거,단독주택,다가구주택(원룸포함),2,1,N,N,N,,,,,,14.8,,2.3,180,53,,1669
